frame_index,source_frame_index,unix_time,perf_time,camera_id,label,detected,instant_detected,status,reason,score,object_score,history_score,history_hits,area,aspect,solidity,extent,motion_support,raw_contours,bbox_x,bbox_y,bbox_w,bbox_h
0,11469,1782484193.806995,383.638302,3,right_1,0,0,motion,no_motion_support,0.000815,0.690000,0.000000,0,834.37,5.2500,0.6434,0.3973,0.0000,6,275,655,105,20
1,11470,1782484193.840998,383.672235,3,right_1,0,0,motion,no_motion_support,0.000961,0.690556,0.000000,0,984.37,4.5000,0.6176,0.3500,0.0000,7,270,655,112,25
2,11471,1782484193.874995,383.705673,3,right_1,0,0,motion,no_motion_support,0.001245,0.690833,0.000000,0,1275.00,4.3636,0.5738,0.3864,0.0000,7,268,655,120,28
3,11472,1782484193.907993,383.739200,3,right_1,0,0,motion,no_motion_support,0.106769,0.697778,0.000000,0,109331.25,4.9125,0.7917,0.5564,0.0000,6,65,600,982,200
4,11473,1782484193.941994,383.773268,3,right_1,0,0,motion,no_motion_support,0.179947,0.680000,0.000000,0,184265.62,3.1319,0.6234,0.4540,0.0000,7,65,440,1128,360
5,11474,1782484193.974997,383.806577,3,right_1,0,0,motion,no_motion_support,0.178131,0.680000,0.000000,0,182406.25,3.0903,0.6248,0.4554,0.0000,5,65,440,1112,360
6,11475,1782484194.007998,383.839460,3,right_1,0,0,motion,no_motion_support,0.170016,0.680000,0.000000,0,174096.87,3.0208,0.6134,0.4447,0.0000,8,65,440,1088,360
7,11476,1782484194.041999,383.872912,3,right_1,0,0,motion,no_motion_support,0.113675,0.697500,0.000000,0,116403.12,4.8519,0.7855,0.5851,0.0000,6,65,598,982,202
8,11477,1782484194.074997,383.906229,3,right_1,0,0,motion,no_motion_support,0.116321,0.697500,0.000000,0,119112.50,4.8642,0.7634,0.5972,0.0000,8,65,598,985,202
9,11478,1782484194.109038,383.939811,3,right_1,0,0,motion,no_motion_support,0.119263,0.697500,0.000000,0,122125.00,4.8642,0.7830,0.6123,0.0000,8,65,598,985,202
10,11479,1782484194.141210,383.972688,3,right_1,0,0,motion,no_motion_support,0.121198,0.697500,0.000000,0,124106.25,4.8642,0.7891,0.6222,0.0000,8,65,598,985,202
