frame_index,source_frame_index,unix_time,perf_time,camera_id,label,detected,instant_detected,status,reason,score,object_score,history_score,history_hits,area,aspect,solidity,extent,motion_support,raw_contours,bbox_x,bbox_y,bbox_w,bbox_h
0,235,1782300870.552803,9.682473,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
1,236,1782300870.587803,9.717630,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
2,237,1782300870.620320,9.749540,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
3,238,1782300870.654322,9.783439,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
4,239,1782300870.687320,9.817180,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
5,240,1782300870.720372,9.849625,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
6,241,1782300870.753307,9.882466,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
7,242,1782300870.787137,9.916101,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
8,243,1782300870.820946,9.949943,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
9,244,1782300870.852946,9.982764,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
10,245,1782300870.887947,10.016776,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
11,246,1782300870.920461,10.049773,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
12,247,1782300870.953460,10.083228,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
13,248,1782300870.985460,10.115080,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
14,249,1782300871.019985,10.149068,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
15,250,1782300871.052993,10.182695,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
16,251,1782300871.086991,10.216021,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
17,252,1782300871.120548,10.249642,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
18,253,1782300871.153520,10.283098,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
19,254,1782300871.185521,10.315284,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
20,255,1782300871.220036,10.349485,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
21,256,1782300871.253043,10.382561,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
22,257,1782300871.287041,10.416645,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
23,258,1782300871.320558,10.449751,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
24,259,1782300871.352557,10.482270,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
25,260,1782300871.385557,10.515315,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
26,261,1782300871.421024,10.550606,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
27,262,1782300871.454024,10.583626,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
28,263,1782300871.487024,10.616092,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
29,264,1782300871.521541,10.651211,0,left_1,1,1,ready,ok,0.003467,0.878472,0.878472,1,3550.00,1.7391,0.5663,0.1543,0.8098,14,778,568,200,115
30,265,1782300871.555540,10.684636,0,left_1,1,1,ready,ok,0.171814,0.900174,0.900174,1,175937.50,3.2609,0.7646,0.6528,0.6145,5,265,512,938,288
31,266,1782300871.585541,10.715168,0,left_1,1,1,ready,ok,0.177826,0.900174,0.900174,1,182093.75,3.2870,0.7618,0.6702,0.0000,4,265,512,945,288
32,267,1782300871.620061,10.749340,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
33,268,1782300871.653069,10.782587,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
34,269,1782300871.687346,10.816127,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
35,270,1782300871.719866,10.849013,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
36,271,1782300871.754763,10.884144,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
37,272,1782300871.787760,10.917040,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
38,273,1782300871.820283,10.949433,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
39,274,1782300871.852787,10.981872,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
40,275,1782300871.886705,11.016363,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
41,276,1782300871.920992,11.050566,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
42,277,1782300871.954441,11.083688,0,left_1,0,0,idle,no_motion,0.000000,0.000000,0.000000,0,0.00,0.0000,0.0000,0.0000,0.0000,0,,,,
43,278,1782300871.987148,11.116359,0,left_1,1,1,ready,ok,0.003101,0.852181,0.852181,1,3175.00,1.7692,0.6715,0.4247,0.0000,3,1045,735,115,65
44,279,1782300872.020662,11.149794,0,left_1,1,1,ready,ok,0.006625,0.930278,0.930278,1,6784.37,1.6500,0.5635,0.4112,0.0000,7,1015,700,165,100
45,280,1782300872.052675,11.182378,0,left_1,1,1,ready,ok,0.012750,0.960938,0.960938,1,13056.25,2.0889,0.6831,0.4939,0.0000,10,972,688,235,112
46,281,1782300872.088668,11.217300,0,left_1,1,1,ready,ok,0.033307,0.948785,0.948785,1,34106.25,4.0000,0.5036,0.3919,0.0000,2,618,652,590,148
47,282,1782300872.120180,11.249913,0,left_1,1,1,ready,ok,0.044772,0.946181,0.946181,1,45846.87,3.9355,0.6147,0.4849,0.0000,4,600,645,610,155
48,283,1782300872.152188,11.282000,0,left_1,1,1,ready,ok,0.047375,0.947917,0.947917,1,48512.50,4.1167,0.6284,0.5238,0.0000,5,598,650,618,150
49,284,1782300872.185186,11.314891,0,left_1,1,1,ready,ok,0.049442,0.944444,0.944444,1,50628.12,3.8438,0.6416,0.5145,0.0000,6,600,640,615,160
50,285,1782300872.219190,11.348918,0,left_1,1,1,ready,ok,0.059949,0.941840,0.941840,1,61387.50,3.6716,0.6812,0.5959,0.0000,2,600,632,615,168
51,286,1782300872.252485,11.382245,0,left_1,1,1,ready,ok,0.060056,0.933160,0.933160,1,61496.87,3.1948,0.6339,0.5195,0.0000,3,600,608,615,192
52,287,1782300872.287482,11.416500,0,left_1,1,1,ready,ok,0.068173,0.932292,0.932292,1,69809.37,3.1410,0.7093,0.5845,0.0000,1,602,605,612,195
53,288,1782300872.320482,11.449624,0,left_1,1,1,ready,ok,0.073450,0.931424,0.931424,1,75212.50,3.1139,0.7478,0.6192,0.0000,4,600,602,615,198
54,289,1782300872.354481,11.483391,0,left_1,1,1,ready,ok,0.083688,0.925347,0.925347,1,85696.87,2.8605,0.7982,0.6481,0.0000,3,600,585,615,215
55,290,1782300872.385479,11.515142,0,left_1,1,1,ready,ok,0.090100,0.926215,0.926215,1,92262.50,2.9059,0.8344,0.7031,0.0000,3,598,588,618,212
56,291,1782300872.419479,11.549193,0,left_1,1,1,ready,ok,0.095758,0.929688,0.929688,1,98056.25,3.4691,0.8640,0.6893,0.0000,2,512,598,702,202
57,292,1782300872.452483,11.582133,0,left_1,1,1,ready,ok,0.102383,0.926215,0.926215,1,104840.62,3.3882,0.8313,0.6852,0.0000,3,495,588,720,212
58,293,1782300872.485480,11.615117,0,left_1,1,1,ready,ok,0.104724,0.927951,0.927951,1,107237.50,3.6506,0.8236,0.6823,0.0000,2,458,592,758,208
59,294,1782300872.519484,11.649276,0,left_1,1,1,ready,ok,0.109232,0.929688,0.929688,1,111853.12,4.1481,0.7920,0.6576,0.0000,5,375,598,840,202
60,295,1782300872.552479,11.682304,0,left_1,1,1,ready,ok,0.111353,0.929688,0.929688,1,114025.00,4.2716,0.7894,0.6510,0.0000,3,350,598,865,202
61,296,1782300872.585479,11.715300,0,left_1,1,1,ready,ok,0.112372,0.931424,0.931424,1,115068.75,4.4937,0.7909,0.6565,0.0000,3,328,602,888,198
62,297,1782300872.619479,11.749135,0,left_1,1,1,ready,ok,0.118747,0.930556,0.930556,1,121596.87,5.3125,0.7562,0.5722,0.0000,1,152,600,1062,200
63,298,1782300872.652481,11.782174,0,left_1,1,1,ready,ok,0.087646,0.934028,0.934028,1,89750.00,3.8026,0.8455,0.6538,0.0000,2,492,610,722,190
64,299,1782300872.687483,11.816399,0,left_1,1,1,ready,ok,0.060013,0.945312,0.945312,1,61453.12,3.9048,0.7756,0.6344,0.0000,4,592,642,615,158
65,300,1782300872.721482,11.850561,0,left_1,1,1,ready,ok,0.046002,0.950521,0.950521,1,47106.25,3.9825,0.8004,0.5825,0.0000,2,598,658,568,142
66,301,1782300872.753481,11.882885,0,left_1,1,1,ready,ok,0.021204,0.959201,0.959201,1,21712.50,3.9149,0.6436,0.4017,0.0000,6,622,682,460,118
