event,camera_id,label,frame_index,unix_time,perf_time,hand_index,handedness,hand_score,wrist_x_px,wrist_y_px,wrist_z_rel,wrist_x_norm,wrist_y_norm,thumb_cmc_x_px,thumb_cmc_y_px,thumb_cmc_z_rel,thumb_cmc_x_norm,thumb_cmc_y_norm,thumb_mcp_x_px,thumb_mcp_y_px,thumb_mcp_z_rel,thumb_mcp_x_norm,thumb_mcp_y_norm,thumb_ip_x_px,thumb_ip_y_px,thumb_ip_z_rel,thumb_ip_x_norm,thumb_ip_y_norm,thumb_tip_x_px,thumb_tip_y_px,thumb_tip_z_rel,thumb_tip_x_norm,thumb_tip_y_norm,index_mcp_x_px,index_mcp_y_px,index_mcp_z_rel,index_mcp_x_norm,index_mcp_y_norm,index_pip_x_px,index_pip_y_px,index_pip_z_rel,index_pip_x_norm,index_pip_y_norm,index_dip_x_px,index_dip_y_px,index_dip_z_rel,index_dip_x_norm,index_dip_y_norm,index_tip_x_px,index_tip_y_px,index_tip_z_rel,index_tip_x_norm,index_tip_y_norm,middle_mcp_x_px,middle_mcp_y_px,middle_mcp_z_rel,middle_mcp_x_norm,middle_mcp_y_norm,middle_pip_x_px,middle_pip_y_px,middle_pip_z_rel,middle_pip_x_norm,middle_pip_y_norm,middle_dip_x_px,middle_dip_y_px,middle_dip_z_rel,middle_dip_x_norm,middle_dip_y_norm,middle_tip_x_px,middle_tip_y_px,middle_tip_z_rel,middle_tip_x_norm,middle_tip_y_norm,ring_mcp_x_px,ring_mcp_y_px,ring_mcp_z_rel,ring_mcp_x_norm,ring_mcp_y_norm,ring_pip_x_px,ring_pip_y_px,ring_pip_z_rel,ring_pip_x_norm,ring_pip_y_norm,ring_dip_x_px,ring_dip_y_px,ring_dip_z_rel,ring_dip_x_norm,ring_dip_y_norm,ring_tip_x_px,ring_tip_y_px,ring_tip_z_rel,ring_tip_x_norm,ring_tip_y_norm,pinky_mcp_x_px,pinky_mcp_y_px,pinky_mcp_z_rel,pinky_mcp_x_norm,pinky_mcp_y_norm,pinky_pip_x_px,pinky_pip_y_px,pinky_pip_z_rel,pinky_pip_x_norm,pinky_pip_y_norm,pinky_dip_x_px,pinky_dip_y_px,pinky_dip_z_rel,pinky_dip_x_norm,pinky_dip_y_norm,pinky_tip_x_px,pinky_tip_y_px,pinky_tip_z_rel,pinky_tip_x_norm,pinky_tip_y_norm
event_20260624_123431_899_right_2_cam_2,2,right_2,576,1782300890.120619,29.250329,0,Left,0.998201,1070.07,208.11,0.000001,0.835996,0.260138,1033.46,267.81,-0.063654,0.807389,0.334764,1047.12,346.90,-0.098266,0.818059,0.433625,1093.82,415.44,-0.118330,0.854545,0.519299,1137.77,461.97,-0.134902,0.888883,0.577467,1155.56,264.26,-0.113252,0.902783,0.330329,1227.69,374.39,-0.146748,0.959135,0.467991,1248.45,451.15,-0.158040,0.975351,0.563934,1259.03,506.92,-0.162132,0.983619,0.633649,1206.77,253.92,-0.088033,0.942787,0.317397,1257.43,379.05,-0.118101,0.982370,0.473817,1252.85,452.01,-0.120817,0.978787,0.565018,1239.07,494.17,-0.120005,0.968024,0.617712,1234.69,259.93,-0.063643,0.964598,0.324906,1241.49,377.40,-0.091747,0.969912,0.471748,1202.09,414.06,-0.090734,0.939130,0.517574,1166.58,424.42,-0.084700,0.911388,0.530520,1246.89,273.13,-0.043144,0.974131,0.341411,1251.61,365.96,-0.065678,0.977817,0.457451,1221.66,397.31,-0.068889,0.954420,0.496639,1190.63,407.33,-0.065898,0.930182,0.509163
event_20260624_123431_899_right_2_cam_2,2,right_2,577,1782300890.154617,29.283741,0,Left,0.998279,1068.18,213.28,0.000001,0.834513,0.266598,1038.85,268.82,-0.056964,0.811602,0.336030,1061.56,333.41,-0.085824,0.829343,0.416760,1119.69,385.28,-0.101290,0.874758,0.481601,1170.39,428.46,-0.112966,0.914367,0.535570,1164.64,259.18,-0.091620,0.909872,0.323978,1230.49,362.86,-0.118066,0.961318,0.453573,1246.16,431.62,-0.126253,0.973559,0.539521,1251.69,480.94,-0.128884,0.977879,0.601181,1209.26,246.05,-0.066928,0.944732,0.307564,1259.67,360.44,-0.088382,0.984114,0.450555,1253.05,423.93,-0.088787,0.978943,0.529917,1239.18,460.97,-0.088066,0.968111,0.576215,1231.74,248.40,-0.043612,0.962294,0.310503,1261.30,348.09,-0.064152,0.985389,0.435107,1236.58,390.18,-0.062946,0.966077,0.487725,1208.48,407.57,-0.059870,0.944128,0.509460,1241.76,256.27,-0.023882,0.970126,0.320343,1262.05,337.63,-0.043560,0.985978,0.422042,1241.34,374.09,-0.048043,0.969800,0.467617,1215.56,388.55,-0.047468,0.949657,0.485687
event_20260624_123431_899_right_2_cam_2,2,right_2,578,1782300890.187615,29.316808,0,Left,0.998485,1077.34,211.72,0.000001,0.841669,0.264647,1043.21,275.49,-0.061523,0.815006,0.344361,1067.65,350.11,-0.091923,0.834099,0.437639,1131.94,401.94,-0.107646,0.884326,0.502430,1190.31,440.82,-0.119665,0.929926,0.551026,1168.06,261.94,-0.102465,0.912548,0.327428,1236.74,366.63,-0.131834,0.966203,0.458289,1253.31,438.98,-0.140607,0.979149,0.548721,1258.75,491.24,-0.143640,0.983399,0.614054,1215.48,249.72,-0.076518,0.949597,0.312156,1262.37,368.50,-0.101853,0.986225,0.460628,1255.48,439.29,-0.103264,0.980841,0.549115,1242.60,482.16,-0.102946,0.970782,0.602694,1240.81,255.24,-0.052030,0.969386,0.319055,1260.52,364.92,-0.077177,0.984783,0.456149,1233.93,414.31,-0.078200,0.964005,0.517892,1205.37,436.97,-0.075883,0.941694,0.546210,1252.49,265.33,-0.031160,0.978507,0.331658,1262.81,352.52,-0.054806,0.986566,0.440649,1239.44,392.67,-0.061505,0.968314,0.490839,1212.04,411.19,-0.061920,0.946905,0.513988
event_20260624_123431_899_right_2_cam_2,2,right_2,579,1782300890.219616,29.349323,0,Left,0.998386,1078.97,211.94,0.000001,0.842946,0.264922,1045.04,277.22,-0.057517,0.816440,0.346522,1076.24,350.62,-0.086148,0.840813,0.438275,1142.43,402.22,-0.100651,0.892523,0.502775,1198.59,441.38,-0.111891,0.936398,0.551724,1159.18,258.96,-0.103698,0.905606,0.323702,1234.53,351.59,-0.133165,0.964475,0.439491,1260.49,425.74,-0.141647,0.984758,0.532174,1272.69,480.05,-0.144269,0.994290,0.600067,1208.42,243.17,-0.078345,0.944081,0.303965,1261.52,354.27,-0.102279,0.985564,0.442843,1254.34,420.54,-0.100442,0.979950,0.525675,1238.72,455.26,-0.097920,0.967747,0.569077,1235.06,245.80,-0.053904,0.964888,0.307254,1260.22,345.06,-0.076802,0.984545,0.431325,1229.80,386.26,-0.075023,0.960779,0.482825,1197.08,397.63,-0.071000,0.935220,0.497041,1248.14,253.41,-0.032768,0.975112,0.316767,1263.24,336.33,-0.054869,0.986906,0.420408,1237.91,370.95,-0.060549,0.967118,0.463693,1207.27,381.14,-0.060637,0.943183,0.476419
event_20260624_123431_899_right_2_cam_2,2,right_2,580,1782300890.253620,29.382592,0,Left,0.997502,1079.19,211.38,0.000001,0.843115,0.264228,1046.32,279.41,-0.053941,0.817437,0.349266,1079.77,353.42,-0.079519,0.843570,0.441781,1144.31,402.70,-0.092622,0.893993,0.503372,1204.21,435.31,-0.102536,0.940793,0.544143,1163.68,259.14,-0.089648,0.909123,0.323919,1238.16,344.30,-0.118112,0.967316,0.430370,1266.25,416.51,-0.127919,0.989257,0.520638,1281.24,468.83,-0.131411,1.000965,0.586038,1208.59,240.97,-0.066320,0.944208,0.301210,1259.03,345.23,-0.089801,0.983617,0.431544,1246.48,404.34,-0.088941,0.973811,0.505424,1228.47,430.91,-0.086520,0.959743,0.538634,1231.04,239.27,-0.044655,0.961747,0.299088,1257.50,335.20,-0.068867,0.982418,0.419004,1224.87,369.76,-0.066831,0.956933,0.462195,1193.31,375.12,-0.061495,0.932276,0.468899,1241.84,243.10,-0.025929,0.970190,0.303878,1261.42,324.13,-0.047429,0.985482,0.405161,1235.08,355.38,-0.051176,0.964905,0.444220,1204.30,360.23,-0.049546,0.940862,0.450290
event_20260624_123431_899_right_2_cam_2,2,right_2,581,1782300890.287617,29.417506,0,Left,0.997676,1084.22,210.74,0.000001,0.847049,0.263423,1051.11,278.88,-0.055094,0.821179,0.348601,1083.56,352.69,-0.081413,0.846529,0.440868,1150.41,400.53,-0.095048,0.898756,0.500661,1210.63,431.69,-0.105858,0.945806,0.539617,1167.66,263.17,-0.092629,0.912232,0.328959,1241.93,353.16,-0.120960,0.970256,0.441452,1269.42,421.91,-0.129774,0.991734,0.527389,1284.07,472.85,-0.132303,1.003179,0.591058,1209.90,245.71,-0.069495,0.945238,0.307135,1263.77,350.42,-0.093102,0.987318,0.438021,1261.38,415.24,-0.093777,0.985453,0.519050,1250.68,452.33,-0.092243,0.977093,0.565417,1230.20,244.61,-0.047698,0.961091,0.305767,1256.17,342.14,-0.070901,0.981380,0.427677,1227.15,379.00,-0.070377,0.958712,0.473756,1197.29,390.18,-0.066389,0.935384,0.487730,1238.34,249.52,-0.029024,0.967450,0.311902,1254.86,331.80,-0.049561,0.980359,0.414755,1229.80,363.36,-0.053768,0.960780,0.454201,1200.29,371.83,-0.052598,0.937729,0.464787
event_20260624_123431_899_right_2_cam_2,2,right_2,582,1782300890.321619,29.450972,0,Left,0.998154,1091.88,209.63,0.000001,0.853030,0.262036,1057.43,276.07,-0.054305,0.826115,0.345085,1089.39,350.14,-0.080376,0.851085,0.437676,1159.95,397.39,-0.093615,0.906214,0.496733,1220.85,431.50,-0.103885,0.953785,0.539377,1164.61,265.75,-0.091594,0.909848,0.332181,1240.42,352.60,-0.120063,0.969082,0.440746,1275.09,417.43,-0.129024,0.996167,0.521792,1294.63,465.38,-0.131628,1.011428,0.581731,1209.90,242.83,-0.068723,0.945237,0.303543,1272.75,337.15,-0.092036,0.994336,0.421431,1282.96,397.57,-0.092750,1.002315,0.496966,1280.41,436.37,-0.091649,1.000317,0.545465,1234.48,238.74,-0.047180,0.964436,0.298424,1278.31,322.48,-0.068564,0.998683,0.403104,1269.26,366.18,-0.068782,0.991611,0.457731,1251.59,388.00,-0.066483,0.977801,0.484998,1247.05,241.68,-0.028878,0.974258,0.302103,1276.92,313.26,-0.048235,0.997597,0.391570,1268.13,351.76,-0.053235,0.990730,0.439694,1250.65,369.25,-0.053554,0.977069,0.461566
event_20260624_123431_899_right_2_cam_2,2,right_2,583,1782300890.354621,29.483726,0,Left,0.999378,1093.35,205.83,0.000001,0.854178,0.257283,1060.65,275.31,-0.055442,0.828634,0.344132,1093.32,350.27,-0.081998,0.854154,0.437835,1164.00,399.24,-0.094962,0.909375,0.499051,1225.62,435.66,-0.104594,0.957515,0.544575,1157.69,264.44,-0.095615,0.904447,0.330546,1233.17,354.31,-0.123287,0.963415,0.442881,1260.86,416.81,-0.130744,0.985045,0.521008,1270.80,462.75,-0.132049,0.992812,0.578441,1202.35,239.41,-0.071906,0.939332,0.299269,1274.36,331.03,-0.095413,0.995591,0.413789,1292.29,391.43,-0.096456,1.009604,0.489283,1293.89,432.36,-0.095657,1.010851,0.540447,1228.66,234.08,-0.049127,0.959888,0.292594,1280.91,315.98,-0.068994,1.000714,0.394981,1277.44,363.03,-0.068614,0.997998,0.453782,1261.49,389.55,-0.066465,0.985541,0.486931,1242.00,236.89,-0.029735,0.970309,0.296111,1277.63,305.31,-0.047567,0.998150,0.381642,1274.02,345.93,-0.051601,0.995332,0.432410,1258.72,367.83,-0.051602,0.983376,0.459785
event_20260624_123431_899_right_2_cam_2,2,right_2,584,1782300890.388617,29.517543,0,Left,0.999214,1092.63,207.77,0.000001,0.853617,0.259713,1063.16,278.19,-0.055325,0.830596,0.347742,1098.19,350.26,-0.081477,0.857963,0.437822,1167.40,398.35,-0.094340,0.912029,0.497940,1230.07,432.36,-0.103873,0.960995,0.540444,1164.68,260.10,-0.092152,0.909910,0.325129,1240.30,344.77,-0.120034,0.968983,0.430966,1276.63,405.76,-0.128744,0.997367,0.507203,1294.62,450.71,-0.131017,1.011420,0.563387,1205.99,231.95,-0.069178,0.942180,0.289931,1280.09,316.06,-0.093105,1.000067,0.395072,1304.89,374.09,-0.095613,1.019449,0.467616,1313.65,414.91,-0.095806,1.026289,0.518641,1228.40,225.11,-0.047385,0.959685,0.281392,1284.98,302.10,-0.067900,1.003887,0.377630,1289.39,353.04,-0.068576,1.007335,0.441299,1279.75,384.51,-0.067130,0.999807,0.480642,1238.16,227.75,-0.029049,0.967316,0.284690,1277.07,293.47,-0.048010,0.997709,0.366835,1279.70,338.62,-0.052814,0.999767,0.423276,1269.65,365.44,-0.053302,0.991916,0.456805
event_20260624_123431_899_right_2_cam_2,2,right_2,585,1782300890.420349,29.549551,0,Left,0.999080,1092.99,202.96,0.000001,0.853901,0.253703,1065.96,272.87,-0.053122,0.832782,0.341093,1099.75,347.51,-0.079487,0.859179,0.434393,1169.25,392.98,-0.093514,0.913475,0.491230,1232.37,424.50,-0.104517,0.962792,0.530626,1167.06,261.72,-0.087283,0.911766,0.327147,1243.05,344.56,-0.115727,0.971131,0.430701,1278.59,403.79,-0.125558,0.998896,0.504732,1296.46,447.90,-0.128776,1.012861,0.559876,1207.85,232.41,-0.066192,0.943636,0.290513,1279.53,315.86,-0.090977,0.999631,0.394824,1304.03,372.51,-0.094566,1.018773,0.465634,1314.07,413.21,-0.095464,1.026620,0.516510,1231.87,223.66,-0.046535,0.962395,0.279569,1286.61,298.87,-0.067630,1.005167,0.373591,1293.77,347.07,-0.068824,1.010757,0.433836,1287.34,377.43,-0.067777,1.005731,0.471793,1243.84,223.87,-0.030269,0.971748,0.279839,1282.07,287.99,-0.048927,1.001620,0.359986,1287.19,330.04,-0.053621,1.005621,0.412546,1280.03,355.16,-0.054162,1.000022,0.443947
