event,camera_id,label,frame_index,unix_time,perf_time,hand_index,handedness,hand_score,wrist_x_px,wrist_y_px,wrist_z_rel,wrist_x_norm,wrist_y_norm,thumb_cmc_x_px,thumb_cmc_y_px,thumb_cmc_z_rel,thumb_cmc_x_norm,thumb_cmc_y_norm,thumb_mcp_x_px,thumb_mcp_y_px,thumb_mcp_z_rel,thumb_mcp_x_norm,thumb_mcp_y_norm,thumb_ip_x_px,thumb_ip_y_px,thumb_ip_z_rel,thumb_ip_x_norm,thumb_ip_y_norm,thumb_tip_x_px,thumb_tip_y_px,thumb_tip_z_rel,thumb_tip_x_norm,thumb_tip_y_norm,index_mcp_x_px,index_mcp_y_px,index_mcp_z_rel,index_mcp_x_norm,index_mcp_y_norm,index_pip_x_px,index_pip_y_px,index_pip_z_rel,index_pip_x_norm,index_pip_y_norm,index_dip_x_px,index_dip_y_px,index_dip_z_rel,index_dip_x_norm,index_dip_y_norm,index_tip_x_px,index_tip_y_px,index_tip_z_rel,index_tip_x_norm,index_tip_y_norm,middle_mcp_x_px,middle_mcp_y_px,middle_mcp_z_rel,middle_mcp_x_norm,middle_mcp_y_norm,middle_pip_x_px,middle_pip_y_px,middle_pip_z_rel,middle_pip_x_norm,middle_pip_y_norm,middle_dip_x_px,middle_dip_y_px,middle_dip_z_rel,middle_dip_x_norm,middle_dip_y_norm,middle_tip_x_px,middle_tip_y_px,middle_tip_z_rel,middle_tip_x_norm,middle_tip_y_norm,ring_mcp_x_px,ring_mcp_y_px,ring_mcp_z_rel,ring_mcp_x_norm,ring_mcp_y_norm,ring_pip_x_px,ring_pip_y_px,ring_pip_z_rel,ring_pip_x_norm,ring_pip_y_norm,ring_dip_x_px,ring_dip_y_px,ring_dip_z_rel,ring_dip_x_norm,ring_dip_y_norm,ring_tip_x_px,ring_tip_y_px,ring_tip_z_rel,ring_tip_x_norm,ring_tip_y_norm,pinky_mcp_x_px,pinky_mcp_y_px,pinky_mcp_z_rel,pinky_mcp_x_norm,pinky_mcp_y_norm,pinky_pip_x_px,pinky_pip_y_px,pinky_pip_z_rel,pinky_pip_x_norm,pinky_pip_y_norm,pinky_dip_x_px,pinky_dip_y_px,pinky_dip_z_rel,pinky_dip_x_norm,pinky_dip_y_norm,pinky_tip_x_px,pinky_tip_y_px,pinky_tip_z_rel,pinky_tip_x_norm,pinky_tip_y_norm
event_20260624_123431_899_right_2_cam_2,2,right_2,566,1782300889.786616,28.916484,0,Left,0.994039,1052.10,224.47,0.000001,0.821956,0.280585,1007.40,280.07,-0.064802,0.787030,0.350087,1035.05,338.96,-0.106238,0.808632,0.423704,1089.43,383.99,-0.129725,0.851120,0.479993,1137.57,421.91,-0.152701,0.888728,0.527382,1106.21,291.02,-0.150197,0.864226,0.363778,1164.51,393.11,-0.192929,0.909775,0.491389,1183.65,468.93,-0.209000,0.924729,0.586158,1191.74,522.35,-0.214326,0.931046,0.652936,1145.15,270.24,-0.122992,0.894647,0.337794,1197.26,384.35,-0.162580,0.935357,0.480433,1208.48,464.14,-0.169508,0.944125,0.580172,1213.40,520.35,-0.170943,0.947967,0.650442,1168.81,265.58,-0.093435,0.913135,0.331970,1207.51,375.37,-0.119960,0.943369,0.469214,1210.85,446.50,-0.120263,0.945978,0.558127,1208.92,495.88,-0.118051,0.944466,0.619845,1182.08,272.80,-0.066664,0.923499,0.340994,1206.24,357.90,-0.083031,0.942377,0.447375,1204.95,415.10,-0.084201,0.941367,0.518877,1198.95,452.96,-0.083240,0.936679,0.566196
event_20260624_123431_899_right_2_cam_2,2,right_2,567,1782300889.821616,28.950615,0,Left,0.999248,1027.69,225.80,0.000001,0.802885,0.282247,982.58,273.91,-0.084788,0.767641,0.342393,996.22,335.01,-0.133557,0.778295,0.418758,1037.08,390.02,-0.160624,0.810219,0.487528,1068.15,443.51,-0.184840,0.834493,0.554384,1114.42,266.80,-0.163473,0.870640,0.333497,1178.86,368.32,-0.214345,0.920986,0.460397,1199.41,453.05,-0.240281,0.937038,0.566311,1203.60,523.48,-0.253947,0.940314,0.654347,1159.74,259.40,-0.128924,0.906044,0.324244,1209.63,380.25,-0.174714,0.945023,0.475311,1201.81,473.07,-0.185025,0.938913,0.591342,1181.62,536.47,-0.189337,0.923141,0.670583,1179.03,269.26,-0.094415,0.921113,0.336579,1206.62,384.56,-0.129563,0.942674,0.480695,1174.34,439.85,-0.129380,0.917454,0.549809,1141.25,465.46,-0.126604,0.891604,0.581823,1180.14,282.63,-0.065065,0.921987,0.353283,1188.40,375.60,-0.095052,0.928441,0.469502,1161.73,414.63,-0.100180,0.907604,0.518287,1135.96,433.21,-0.099937,0.887466,0.541516
event_20260624_123431_899_right_2_cam_2,2,right_2,568,1782300889.853619,28.983411,0,Left,0.999436,1030.03,227.03,0.000001,0.804712,0.283792,981.73,274.26,-0.092190,0.766973,0.342826,986.58,333.85,-0.143001,0.770766,0.417317,1016.67,396.18,-0.171319,0.794276,0.495223,1036.25,459.58,-0.196540,0.809573,0.574472,1119.41,263.55,-0.160615,0.874541,0.329437,1191.89,379.80,-0.208277,0.931162,0.474755,1205.38,467.34,-0.231210,0.941700,0.584174,1205.25,536.09,-0.243065,0.941604,0.670107,1168.70,259.97,-0.122904,0.913044,0.324960,1228.23,393.74,-0.167735,0.959557,0.492171,1217.62,486.80,-0.180434,0.951267,0.608497,1194.13,549.13,-0.185941,0.932917,0.686415,1193.99,275.95,-0.086321,0.932801,0.344932,1236.89,395.13,-0.124218,0.966317,0.493916,1218.69,469.94,-0.134119,0.952102,0.587429,1194.27,518.70,-0.137364,0.933022,0.648372,1199.76,300.63,-0.055109,0.937309,0.375789,1220.64,394.23,-0.089342,0.953628,0.492790,1203.70,451.83,-0.103150,0.940390,0.564784,1184.51,491.53,-0.108319,0.925400,0.614413
event_20260624_123431_899_right_2_cam_2,2,right_2,569,1782300889.887616,29.017330,0,Left,0.998604,1021.95,234.10,0.000001,0.798402,0.292626,984.65,286.90,-0.097532,0.769254,0.358630,1014.50,354.61,-0.143119,0.792581,0.443261,1086.13,410.41,-0.162578,0.848536,0.513010,1152.68,452.84,-0.177401,0.900529,0.566053,1109.35,258.34,-0.174281,0.866683,0.322926,1204.72,364.39,-0.223531,0.941188,0.455483,1239.18,448.85,-0.241861,0.968111,0.561067,1261.41,516.53,-0.248602,0.985479,0.645662,1165.12,252.64,-0.130012,0.910251,0.315800,1248.51,368.61,-0.173358,0.975395,0.460756,1248.54,452.04,-0.176803,0.975420,0.565055,1235.03,506.50,-0.173934,0.964868,0.633126,1197.60,267.04,-0.087012,0.935627,0.333798,1216.01,383.40,-0.126741,0.950011,0.479247,1162.56,421.45,-0.124911,0.908251,0.526818,1119.67,431.63,-0.115401,0.874739,0.539542,1211.91,285.63,-0.050037,0.946808,0.357032,1216.46,374.87,-0.084717,0.950358,0.468592,1174.81,406.65,-0.092593,0.917820,0.508314,1139.64,417.00,-0.090352,0.890345,0.521245
event_20260624_123431_899_right_2_cam_2,2,right_2,570,1782300889.919617,29.049377,0,Left,0.996347,1021.43,221.47,0.000001,0.797990,0.276833,989.09,282.67,-0.080741,0.772729,0.353331,1025.26,357.53,-0.119320,0.800981,0.446908,1096.65,413.08,-0.137509,0.856761,0.516349,1166.05,444.67,-0.151646,0.910976,0.555839,1110.18,260.01,-0.142111,0.867326,0.325009,1212.97,344.27,-0.182464,0.947636,0.430337,1257.11,417.45,-0.195412,0.982118,0.521811,1286.55,474.74,-0.199125,1.005121,0.593426,1162.57,248.83,-0.105667,0.908255,0.311035,1243.81,356.16,-0.139100,0.971724,0.445202,1250.81,429.19,-0.137825,0.977195,0.536483,1248.69,474.04,-0.132762,0.975537,0.592554,1191.56,256.75,-0.070558,0.930902,0.320940,1214.70,373.09,-0.101965,0.948984,0.466363,1161.09,399.35,-0.093842,0.907100,0.499193,1117.89,399.15,-0.080879,0.873353,0.498942,1204.36,270.62,-0.040734,0.940906,0.338277,1213.36,364.14,-0.067479,0.947934,0.455181,1175.05,388.66,-0.069613,0.918009,0.485821,1141.24,390.88,-0.063951,0.891590,0.488604
event_20260624_123431_899_right_2_cam_2,2,right_2,571,1782300889.953616,29.083563,0,Left,0.997217,1034.19,209.48,0.000001,0.807962,0.261851,997.04,277.30,-0.069309,0.778934,0.346624,1028.90,360.28,-0.100798,0.803832,0.450351,1097.53,417.98,-0.114945,0.857448,0.522474,1165.02,447.96,-0.125372,0.910172,0.559953,1113.05,261.99,-0.117590,0.869567,0.327486,1211.37,342.79,-0.151037,0.946383,0.428490,1259.58,412.14,-0.162233,0.984049,0.515173,1292.36,464.71,-0.165879,1.009655,0.580890,1166.33,250.13,-0.085945,0.911198,0.312669,1239.13,358.37,-0.114162,0.968072,0.447961,1230.90,421.33,-0.111801,0.961640,0.526664,1213.59,450.20,-0.105842,0.948117,0.562756,1194.70,256.55,-0.055708,0.933357,0.320688,1211.27,373.04,-0.080840,0.946302,0.466297,1162.50,396.19,-0.072603,0.908202,0.495240,1122.69,389.14,-0.060553,0.877105,0.486420,1208.47,266.75,-0.030140,0.944116,0.333434,1215.60,361.54,-0.050620,0.949687,0.451923,1180.63,382.79,-0.051894,0.922366,0.478482,1148.41,379.15,-0.047035,0.897198,0.473933
event_20260624_123431_899_right_2_cam_2,2,right_2,572,1782300889.988616,29.117576,0,Left,0.997285,1056.22,218.24,0.000001,0.825173,0.272794,1011.41,277.77,-0.070387,0.790160,0.347209,1016.89,351.39,-0.109173,0.794445,0.439234,1047.55,420.57,-0.131915,0.818400,0.525715,1079.78,472.33,-0.151657,0.843577,0.590418,1133.31,264.26,-0.125841,0.885399,0.330323,1214.33,346.97,-0.165908,0.948696,0.433711,1255.57,417.64,-0.183634,0.980918,0.522052,1282.65,474.37,-0.192113,1.002069,0.592960,1186.72,252.61,-0.098174,0.927121,0.315764,1257.56,354.82,-0.130190,0.982471,0.443524,1277.43,429.28,-0.135220,0.997995,0.536601,1284.09,480.74,-0.137347,1.003196,0.600931,1214.02,254.87,-0.071738,0.948450,0.318581,1247.69,357.70,-0.099858,0.974756,0.447122,1222.87,405.56,-0.100904,0.955370,0.506954,1192.88,426.25,-0.097458,0.931936,0.532811,1225.15,262.00,-0.049801,0.957152,0.327506,1250.42,344.95,-0.074338,0.976893,0.431182,1233.90,388.05,-0.080835,0.963988,0.485060,1210.79,408.85,-0.081007,0.945933,0.511059
event_20260624_123431_899_right_2_cam_2,2,right_2,573,1782300890.019620,29.149415,0,Left,0.998523,1052.99,215.20,0.000001,0.822645,0.269003,1014.95,277.30,-0.069778,0.792927,0.346623,1023.83,346.83,-0.109062,0.799869,0.433542,1061.97,413.96,-0.132649,0.829667,0.517451,1101.62,465.28,-0.152996,0.860638,0.581606,1141.75,259.12,-0.121858,0.891993,0.323895,1221.48,360.39,-0.158868,0.954280,0.450484,1252.23,436.08,-0.173801,0.978306,0.545106,1270.21,496.38,-0.180366,0.992352,0.620481,1194.25,245.36,-0.094009,0.933007,0.306705,1261.49,357.01,-0.124196,0.985536,0.446268,1269.14,433.30,-0.129918,0.991518,0.541626,1260.87,485.41,-0.132601,0.985055,0.606769,1219.72,249.65,-0.067192,0.952909,0.312057,1255.78,352.57,-0.094360,0.981080,0.440708,1235.25,409.27,-0.099475,0.965040,0.511589,1206.69,441.10,-0.100322,0.942729,0.551371,1227.75,262.36,-0.044515,0.959177,0.327947,1247.98,344.98,-0.069454,0.974982,0.431228,1228.40,390.75,-0.078134,0.959686,0.488441,1201.40,416.42,-0.080221,0.938594,0.520526
event_20260624_123431_899_right_2_cam_2,2,right_2,574,1782300890.054618,29.183871,0,Left,0.997939,1066.72,217.73,0.000001,0.833378,0.272158,1026.98,276.47,-0.073804,0.802329,0.345585,1035.85,349.80,-0.116258,0.809256,0.437247,1079.36,416.93,-0.141285,0.843252,0.521166,1124.16,470.84,-0.162808,0.878247,0.588544,1158.96,263.74,-0.132553,0.905438,0.329675,1224.56,374.81,-0.173667,0.956684,0.468516,1246.22,456.43,-0.191007,0.973611,0.570537,1258.39,518.95,-0.199609,0.983117,0.648682,1214.49,257.38,-0.103493,0.948820,0.321720,1260.22,385.88,-0.138389,0.984548,0.482354,1259.72,467.20,-0.144674,0.984160,0.583999,1252.52,520.69,-0.147964,0.978535,0.650860,1242.39,267.33,-0.075527,0.970618,0.334165,1255.52,382.58,-0.109191,0.980876,0.478225,1227.68,437.56,-0.113729,0.959127,0.546954,1200.42,467.64,-0.113258,0.937828,0.584554,1251.94,283.13,-0.051581,0.978075,0.353918,1255.33,374.94,-0.081267,0.980730,0.468678,1230.20,419.56,-0.089900,0.961094,0.524449,1204.08,444.75,-0.091230,0.940691,0.555942
event_20260624_123431_899_right_2_cam_2,2,right_2,575,1782300890.087623,29.216604,0,Left,0.998420,1065.49,214.56,0.000001,0.832415,0.268205,1033.59,273.13,-0.068976,0.807494,0.341413,1051.80,340.04,-0.106612,0.821722,0.425054,1106.51,394.43,-0.127988,0.864461,0.493033,1160.77,440.61,-0.145600,0.906853,0.550760,1165.29,253.74,-0.115942,0.910382,0.317179,1228.68,365.43,-0.154117,0.959908,0.456788,1246.55,445.76,-0.170811,0.973871,0.557194,1254.78,506.37,-0.179084,0.980299,0.632965,1213.56,247.38,-0.088823,0.948092,0.309231,1260.80,373.80,-0.121104,0.985003,0.467253,1260.37,453.69,-0.128521,0.984662,0.567112,1253.14,508.08,-0.132802,0.979014,0.635103,1236.71,257.43,-0.063356,0.966181,0.321782,1264.32,369.90,-0.093669,0.987748,0.462369,1248.28,433.48,-0.099073,0.975219,0.541847,1227.65,472.39,-0.100601,0.959101,0.590491,1243.59,271.82,-0.041944,0.971556,0.339770,1257.90,361.63,-0.070356,0.982733,0.452039,1240.38,411.75,-0.080026,0.969048,0.514689,1219.14,442.03,-0.082801,0.952451,0.552542
