frame_index,source_frame_index,unix_time,perf_time,camera_id,label,detected,instant_detected,status,reason,score,object_score,history_score,history_hits,area,aspect,solidity,extent,motion_support,raw_contours,bbox_x,bbox_y,bbox_w,bbox_h
0,12343,1782484221.942277,411.773142,1,left_2,0,0,motion,no_motion_support,0.001062,0.689444,0.000000,0,1087.50,4.8750,0.8657,0.5577,0.0000,2,945,652,98,20
1,12344,1782484221.979268,411.809834,1,left_2,0,0,motion,no_motion_support,0.001044,0.687372,0.000000,0,1068.75,5.5714,0.9218,0.6264,0.0000,2,945,652,98,18
2,12345,1782484222.009275,411.840075,1,left_2,0,0,motion,no_motion_support,0.001031,0.687372,0.000000,0,1056.25,5.5714,0.9210,0.6190,0.0000,2,945,652,98,18
3,12346,1782484222.042270,411.873352,1,left_2,0,0,motion,no_motion_support,0.001044,0.687372,0.000000,0,1068.75,5.5714,0.9169,0.6264,0.0000,2,945,652,98,18
4,12347,1782484222.075268,411.905988,1,left_2,0,0,motion,no_motion_support,0.001038,0.687372,0.000000,0,1062.50,5.5714,0.9214,0.6227,0.0000,2,945,652,98,18
5,12348,1782484222.108269,411.938979,1,left_2,0,0,motion,no_motion_support,0.001031,0.687372,0.000000,0,1056.25,5.5714,0.9135,0.6190,0.0000,2,945,652,98,18
6,12349,1782484222.141268,411.972452,1,left_2,0,0,motion,no_motion_support,0.001013,0.687372,0.000000,0,1037.50,5.5714,0.9121,0.6081,0.0000,2,945,652,98,18
7,12350,1782484222.174268,412.005616,1,left_2,0,0,motion,no_motion_support,0.001007,0.687372,0.000000,0,1031.25,5.5714,0.9116,0.6044,0.0000,2,945,652,98,18
8,12351,1782484222.209268,412.040690,1,left_2,0,0,motion,no_motion_support,0.000977,0.687372,0.000000,0,1000.00,5.5714,0.8939,0.5861,0.0000,2,945,652,98,18
9,12352,1782484222.240629,412.072017,1,left_2,0,0,motion,no_motion_support,0.000964,0.687372,0.000000,0,987.50,5.5714,0.8977,0.5788,0.0000,2,945,652,98,18
10,12353,1782484222.274648,412.105991,1,left_2,0,0,motion,no_motion_support,0.000946,0.689167,0.000000,0,968.75,5.4286,0.9172,0.5827,0.0000,2,948,652,95,18
11,12354,1782484222.307644,412.138396,1,left_2,0,0,motion,no_motion_support,0.000952,0.687372,0.000000,0,975.00,5.5714,0.9070,0.5714,0.0000,2,945,652,98,18
12,12355,1782484222.341637,412.172225,1,left_2,0,0,motion,no_motion_support,0.000946,0.687372,0.000000,0,968.75,5.5714,0.8960,0.5678,0.0000,2,945,652,98,18
13,12356,1782484222.374636,412.205830,1,left_2,0,0,motion,no_motion_support,0.000934,0.689167,0.000000,0,956.25,5.2857,0.9080,0.5907,0.0000,2,948,652,92,18
14,12357,1782484222.406781,412.237771,1,left_2,0,0,motion,no_motion_support,0.000934,0.689167,0.000000,0,956.25,5.4286,0.9080,0.5752,0.0000,2,948,652,95,18
15,12358,1782484222.440778,412.271679,1,left_2,0,0,motion,no_motion_support,0.000928,0.689167,0.000000,0,950.00,5.4286,0.9021,0.5714,0.0000,2,948,652,95,18
