group,camera_id,label,frame_index,unix_time,perf_time,hand_index,handedness,hand_score,wrist_x_px,wrist_y_px,wrist_z_rel,wrist_x_norm,wrist_y_norm,thumb_cmc_x_px,thumb_cmc_y_px,thumb_cmc_z_rel,thumb_cmc_x_norm,thumb_cmc_y_norm,thumb_mcp_x_px,thumb_mcp_y_px,thumb_mcp_z_rel,thumb_mcp_x_norm,thumb_mcp_y_norm,thumb_ip_x_px,thumb_ip_y_px,thumb_ip_z_rel,thumb_ip_x_norm,thumb_ip_y_norm,thumb_tip_x_px,thumb_tip_y_px,thumb_tip_z_rel,thumb_tip_x_norm,thumb_tip_y_norm,index_mcp_x_px,index_mcp_y_px,index_mcp_z_rel,index_mcp_x_norm,index_mcp_y_norm,index_pip_x_px,index_pip_y_px,index_pip_z_rel,index_pip_x_norm,index_pip_y_norm,index_dip_x_px,index_dip_y_px,index_dip_z_rel,index_dip_x_norm,index_dip_y_norm,index_tip_x_px,index_tip_y_px,index_tip_z_rel,index_tip_x_norm,index_tip_y_norm,middle_mcp_x_px,middle_mcp_y_px,middle_mcp_z_rel,middle_mcp_x_norm,middle_mcp_y_norm,middle_pip_x_px,middle_pip_y_px,middle_pip_z_rel,middle_pip_x_norm,middle_pip_y_norm,middle_dip_x_px,middle_dip_y_px,middle_dip_z_rel,middle_dip_x_norm,middle_dip_y_norm,middle_tip_x_px,middle_tip_y_px,middle_tip_z_rel,middle_tip_x_norm,middle_tip_y_norm,ring_mcp_x_px,ring_mcp_y_px,ring_mcp_z_rel,ring_mcp_x_norm,ring_mcp_y_norm,ring_pip_x_px,ring_pip_y_px,ring_pip_z_rel,ring_pip_x_norm,ring_pip_y_norm,ring_dip_x_px,ring_dip_y_px,ring_dip_z_rel,ring_dip_x_norm,ring_dip_y_norm,ring_tip_x_px,ring_tip_y_px,ring_tip_z_rel,ring_tip_x_norm,ring_tip_y_norm,pinky_mcp_x_px,pinky_mcp_y_px,pinky_mcp_z_rel,pinky_mcp_x_norm,pinky_mcp_y_norm,pinky_pip_x_px,pinky_pip_y_px,pinky_pip_z_rel,pinky_pip_x_norm,pinky_pip_y_norm,pinky_dip_x_px,pinky_dip_y_px,pinky_dip_z_rel,pinky_dip_x_norm,pinky_dip_y_norm,pinky_tip_x_px,pinky_tip_y_px,pinky_tip_z_rel,pinky_tip_x_norm,pinky_tip_y_norm
event_group_000_left_1_left_2_right_1_right_2,0,left_1,289,1782300880.186151,19.316034,0,Right,0.857473,790.82,730.45,0.000000,0.617831,0.913060,804.07,730.10,-0.000474,0.628177,0.912625,816.61,736.82,-0.000785,0.637979,0.921026,823.09,745.04,-0.001155,0.643037,0.931296,825.69,753.24,-0.001406,0.645074,0.941550,815.20,744.11,-0.000534,0.636876,0.930133,824.09,754.34,-0.002081,0.643820,0.942922,829.70,762.14,-0.003509,0.648205,0.952671,833.61,767.72,-0.004444,0.651256,0.959649,811.16,749.82,-0.001085,0.633719,0.937270,819.85,759.94,-0.001485,0.640510,0.949922,825.20,767.17,-0.002378,0.644686,0.958960,829.33,773.17,-0.003251,0.647917,0.966467,805.80,754.39,-0.001755,0.629532,0.942988,813.80,764.23,-0.002173,0.635780,0.955282,819.20,770.59,-0.002127,0.640004,0.963234,823.33,775.92,-0.002207,0.643227,0.969894,799.93,757.93,-0.002464,0.624947,0.947411,806.50,766.59,-0.002717,0.630077,0.958239,811.14,772.02,-0.002093,0.633700,0.965023,814.66,776.16,-0.001573,0.636456,0.970195
event_group_000_left_1_left_2_right_1_right_2,0,left_1,290,1782300880.218152,19.347904,0,Right,0.835627,789.81,730.90,0.000000,0.617036,0.913629,803.02,729.66,-0.001045,0.627359,0.912078,815.04,734.79,-0.001960,0.636749,0.918493,821.05,741.68,-0.002901,0.641445,0.927102,822.82,749.13,-0.003643,0.642826,0.936409,814.10,743.07,-0.001117,0.636014,0.928832,821.87,751.32,-0.002832,0.642086,0.939151,826.22,757.15,-0.004316,0.645487,0.946442,829.25,761.07,-0.005293,0.647852,0.951338,809.48,748.86,-0.001612,0.632409,0.936074,817.09,756.73,-0.002296,0.638355,0.945918,822.19,762.31,-0.003190,0.642334,0.952894,826.44,766.96,-0.004071,0.645654,0.958697,803.93,753.69,-0.002298,0.628070,0.942110,811.21,761.63,-0.003073,0.633760,0.952039,816.32,766.41,-0.002932,0.637749,0.958018,820.40,770.49,-0.002885,0.640940,0.963115,798.06,757.72,-0.003102,0.623485,0.947155,803.75,765.22,-0.003698,0.627928,0.956523,808.14,769.52,-0.003100,0.631356,0.961904,811.68,772.78,-0.002556,0.634125,0.965979
event_group_000_left_1_left_2_right_1_right_2,0,left_1,404,1782300884.017284,23.147087,0,Left,0.950640,519.94,293.12,-0.000000,0.406205,0.366395,554.50,336.68,-0.004014,0.433205,0.420849,581.71,373.58,-0.011551,0.454458,0.466974,598.97,397.70,-0.019879,0.467946,0.497122,602.55,410.75,-0.027723,0.470746,0.513438,530.39,400.83,-0.012177,0.414366,0.501043,577.22,419.54,-0.024653,0.450956,0.524421,603.06,407.01,-0.030249,0.471140,0.508764,611.68,395.75,-0.033507,0.477874,0.494689,514.31,379.38,-0.019141,0.401805,0.474227,574.71,393.89,-0.031723,0.448995,0.492358,600.81,375.12,-0.033205,0.469385,0.468894,606.53,362.85,-0.033985,0.473854,0.453566,509.83,352.41,-0.027379,0.398304,0.440519,569.70,363.63,-0.042116,0.445081,0.454540,593.18,344.52,-0.038056,0.463422,0.430653,594.42,330.75,-0.034284,0.464393,0.413444,508.43,322.71,-0.035852,0.397213,0.403392,555.05,334.32,-0.049434,0.433632,0.417898,573.58,322.76,-0.047526,0.448109,0.403447,574.80,314.50,-0.044630,0.449062,0.393120
event_group_000_left_1_left_2_right_1_right_2,0,left_1,471,1782300886.252356,25.381619,0,Right,0.939489,583.35,75.48,0.000000,0.455739,0.094355,715.84,196.28,0.033840,0.559248,0.245355,772.95,294.10,0.085328,0.603868,0.367628,792.30,373.64,0.137022,0.618988,0.467053,794.33,440.35,0.191521,0.620568,0.550437,685.41,384.66,0.131473,0.535479,0.480826,671.78,462.42,0.225969,0.524830,0.578027,653.34,473.47,0.285419,0.510425,0.591837,631.22,479.22,0.323353,0.493139,0.599020,624.77,353.15,0.158487,0.488100,0.441431,616.23,406.63,0.263794,0.481428,0.508283,605.94,396.44,0.304824,0.473393,0.495547,594.90,380.01,0.327593,0.464762,0.475006,573.64,314.22,0.187196,0.448157,0.392779,579.33,359.84,0.273015,0.452605,0.449803,599.01,339.30,0.289361,0.467980,0.424124,613.00,317.20,0.293784,0.478908,0.396498,533.64,284.65,0.219048,0.416908,0.355815,550.95,328.75,0.282132,0.430430,0.410941,571.20,351.05,0.298438,0.446248,0.438818,584.39,376.65,0.307247,0.456559,0.470814
event_group_000_left_1_left_2_right_1_right_2,0,left_1,472,1782300886.283356,25.413059,0,Right,0.870116,536.78,70.29,0.000001,0.419361,0.087861,679.84,238.34,-0.006394,0.531129,0.297926,732.45,347.36,0.044792,0.572227,0.434199,726.99,435.66,0.090685,0.567961,0.544577,702.85,516.33,0.136395,0.549103,0.645412,799.26,300.51,0.199204,0.624422,0.375633,823.98,399.42,0.283444,0.643734,0.499277,819.81,473.54,0.325744,0.640479,0.591922,806.77,510.62,0.350715,0.630291,0.638275,713.04,290.50,0.216072,0.557059,0.363126,727.14,409.30,0.292674,0.568081,0.511625,703.41,455.84,0.285484,0.549541,0.569800,681.05,475.74,0.278696,0.532068,0.594673,632.28,291.96,0.218571,0.493969,0.364944,624.38,412.18,0.237940,0.487794,0.515222,588.33,423.69,0.157973,0.459632,0.529608,565.30,398.20,0.107690,0.441643,0.497746,560.19,312.42,0.223246,0.437648,0.390525,564.51,408.79,0.212896,0.441026,0.510992,539.72,423.45,0.151817,0.421659,0.529316,533.45,397.88,0.109198,0.416756,0.497345
event_group_000_left_1_left_2_right_1_right_2,0,left_1,473,1782300886.317354,25.447189,0,Left,0.708598,561.96,74.50,0.000000,0.439034,0.093124,584.60,185.80,0.097560,0.456717,0.232248,616.51,278.69,0.181222,0.481650,0.348368,618.72,356.50,0.237935,0.483375,0.445629,630.34,434.82,0.295202,0.492457,0.543523,780.57,259.12,0.270035,0.609823,0.323901,815.79,352.16,0.370112,0.637334,0.440206,836.81,408.82,0.438987,0.653760,0.511030,836.83,443.12,0.488352,0.653772,0.553904,771.83,297.05,0.237541,0.602991,0.371307,822.04,387.78,0.349273,0.642222,0.484725,822.86,441.61,0.409981,0.642859,0.552007,822.58,476.12,0.456087,0.642638,0.595152,729.70,340.25,0.194961,0.570081,0.425311,724.99,446.85,0.251344,0.566400,0.558568,661.19,477.80,0.250922,0.516555,0.597250,602.63,477.28,0.255791,0.470807,0.596602,683.18,400.91,0.157911,0.533731,0.501139,646.31,464.79,0.171076,0.504930,0.580983,586.86,472.41,0.154272,0.458486,0.590509,534.15,456.18,0.149997,0.417307,0.570221
event_group_000_left_1_left_2_right_1_right_2,0,left_1,474,1782300886.350354,25.480064,0,Left,0.723552,601.91,81.67,0.000000,0.470242,0.102093,578.92,164.04,0.133651,0.452278,0.205054,607.11,257.78,0.228890,0.474302,0.322227,617.04,333.25,0.291571,0.482065,0.416568,634.80,409.28,0.353970,0.495940,0.511606,783.16,271.61,0.295514,0.611840,0.339509,807.90,366.82,0.409173,0.631175,0.458527,827.15,419.97,0.488706,0.646209,0.524969,828.73,455.01,0.543344,0.647446,0.568757,793.02,312.66,0.249962,0.619544,0.390827,836.16,400.92,0.371153,0.653252,0.501146,838.96,453.78,0.445892,0.655434,0.567224,840.12,492.10,0.501067,0.656340,0.615122,768.38,354.00,0.198326,0.600299,0.442501,757.16,464.11,0.275159,0.591535,0.580139,713.23,503.24,0.299860,0.557208,0.629054,669.87,513.31,0.317078,0.523336,0.641635,729.10,404.91,0.153358,0.569608,0.506138,673.77,467.74,0.191654,0.526385,0.584673,613.21,470.43,0.194948,0.479069,0.588038,558.82,454.64,0.201106,0.436574,0.568299
event_group_000_left_1_left_2_right_1_right_2,0,left_1,475,1782300886.384362,25.513366,0,Left,0.766569,620.57,89.23,0.000001,0.484817,0.111538,640.35,221.28,0.077778,0.500271,0.276600,672.51,314.03,0.157410,0.525400,0.392537,674.36,376.05,0.215566,0.526846,0.470065,682.35,439.02,0.275598,0.533082,0.548780,819.24,287.12,0.256007,0.640031,0.358905,834.33,388.55,0.353941,0.651819,0.485683,850.89,454.01,0.416025,0.664760,0.567510,849.68,494.32,0.457877,0.663814,0.617895,797.30,306.14,0.233845,0.622891,0.382676,834.31,400.60,0.345073,0.651804,0.500751,841.32,456.55,0.395365,0.657284,0.570683,844.40,492.35,0.429781,0.659686,0.615443,751.43,330.20,0.199982,0.587058,0.412746,744.10,449.95,0.257553,0.581330,0.562443,707.17,487.93,0.243661,0.552477,0.609910,669.56,490.43,0.234679,0.523091,0.613039,698.44,374.18,0.169726,0.545658,0.467729,654.05,434.09,0.180088,0.510975,0.542616,605.90,443.59,0.150101,0.473358,0.554489,567.12,425.04,0.132705,0.443061,0.531297
event_group_000_left_1_left_2_right_1_right_2,0,left_1,476,1782300886.417357,25.546329,0,Left,0.650123,624.07,103.05,0.000001,0.487553,0.128811,685.91,268.12,0.020051,0.535866,0.335148,726.63,361.93,0.081942,0.567680,0.452417,738.33,410.39,0.137860,0.576819,0.512982,748.40,452.03,0.201018,0.584686,0.565033,840.00,310.11,0.196432,0.656250,0.387639,848.13,404.88,0.272176,0.662605,0.506096,858.64,475.49,0.318620,0.670815,0.594359,851.34,519.29,0.353860,0.665108,0.649117,799.30,304.50,0.211028,0.624453,0.380626,821.30,402.02,0.307709,0.641642,0.502519,827.66,468.14,0.355248,0.646608,0.585172,829.59,516.92,0.391818,0.648117,0.646148,738.69,306.63,0.210531,0.577101,0.383288,741.30,414.52,0.269859,0.579144,0.518146,734.97,468.22,0.267181,0.574192,0.585273,725.26,497.71,0.267816,0.566607,0.622139,673.07,324.77,0.207806,0.525838,0.405961,644.05,381.33,0.227877,0.503168,0.476661,617.21,402.74,0.209772,0.482192,0.503420,595.03,405.97,0.202866,0.464865,0.507459
event_group_000_left_1_left_2_right_1_right_2,0,left_1,477,1782300886.451354,25.581026,0,Left,0.948997,660.78,91.20,0.000000,0.516234,0.114002,601.83,211.26,0.073945,0.470181,0.264078,611.00,305.83,0.153182,0.477340,0.382285,613.50,364.31,0.215695,0.479296,0.455391,632.83,415.09,0.282428,0.494395,0.518858,792.63,292.34,0.241397,0.619246,0.365430,793.11,377.49,0.329394,0.619617,0.471861,797.38,433.63,0.386328,0.622950,0.542031,790.61,465.71,0.427101,0.617663,0.582141,817.77,306.86,0.223629,0.638883,0.383574,845.09,397.48,0.335965,0.660229,0.496854,844.85,455.52,0.403011,0.660038,0.569404,846.86,495.20,0.450665,0.661609,0.619006,815.03,322.23,0.192488,0.636744,0.402782,813.73,444.79,0.260125,0.635724,0.555991,789.34,482.33,0.274016,0.616669,0.602907,777.94,504.77,0.282791,0.607764,0.630961,794.11,355.69,0.162551,0.620402,0.444607,748.90,413.53,0.183121,0.585080,0.516915,711.40,413.00,0.170763,0.555780,0.516244,691.85,394.66,0.165897,0.540509,0.493323
event_group_000_left_1_left_2_right_1_right_2,0,left_1,478,1782300886.483354,25.613189,0,Left,0.979218,690.25,94.05,0.000000,0.539255,0.117559,616.49,186.18,0.114485,0.481631,0.232727,615.29,267.63,0.205828,0.480699,0.334534,618.86,331.45,0.264486,0.483484,0.414317,645.27,401.70,0.322675,0.504118,0.502127,792.33,262.21,0.305580,0.619009,0.327766,806.23,336.39,0.406304,0.629868,0.420486,814.43,385.47,0.475111,0.636275,0.481840,813.56,412.59,0.523651,0.635590,0.515742,829.06,304.04,0.261934,0.647701,0.380054,861.18,390.07,0.378568,0.672794,0.487592,853.91,449.36,0.447143,0.667120,0.561699,853.09,486.78,0.497364,0.666478,0.608479,828.92,346.05,0.204986,0.647594,0.432567,808.61,468.86,0.268915,0.631726,0.586076,751.41,493.55,0.273875,0.587039,0.616931,712.93,498.17,0.278706,0.556980,0.622713,817.19,406.29,0.153039,0.638431,0.507866,755.11,462.25,0.169089,0.589932,0.577815,704.77,441.62,0.150007,0.550601,0.552023,672.79,406.28,0.141000,0.525616,0.507852
