group,camera_id,label,frame_index,unix_time,perf_time,hand_index,handedness,hand_score,wrist_x_px,wrist_y_px,wrist_z_rel,wrist_x_norm,wrist_y_norm,thumb_cmc_x_px,thumb_cmc_y_px,thumb_cmc_z_rel,thumb_cmc_x_norm,thumb_cmc_y_norm,thumb_mcp_x_px,thumb_mcp_y_px,thumb_mcp_z_rel,thumb_mcp_x_norm,thumb_mcp_y_norm,thumb_ip_x_px,thumb_ip_y_px,thumb_ip_z_rel,thumb_ip_x_norm,thumb_ip_y_norm,thumb_tip_x_px,thumb_tip_y_px,thumb_tip_z_rel,thumb_tip_x_norm,thumb_tip_y_norm,index_mcp_x_px,index_mcp_y_px,index_mcp_z_rel,index_mcp_x_norm,index_mcp_y_norm,index_pip_x_px,index_pip_y_px,index_pip_z_rel,index_pip_x_norm,index_pip_y_norm,index_dip_x_px,index_dip_y_px,index_dip_z_rel,index_dip_x_norm,index_dip_y_norm,index_tip_x_px,index_tip_y_px,index_tip_z_rel,index_tip_x_norm,index_tip_y_norm,middle_mcp_x_px,middle_mcp_y_px,middle_mcp_z_rel,middle_mcp_x_norm,middle_mcp_y_norm,middle_pip_x_px,middle_pip_y_px,middle_pip_z_rel,middle_pip_x_norm,middle_pip_y_norm,middle_dip_x_px,middle_dip_y_px,middle_dip_z_rel,middle_dip_x_norm,middle_dip_y_norm,middle_tip_x_px,middle_tip_y_px,middle_tip_z_rel,middle_tip_x_norm,middle_tip_y_norm,ring_mcp_x_px,ring_mcp_y_px,ring_mcp_z_rel,ring_mcp_x_norm,ring_mcp_y_norm,ring_pip_x_px,ring_pip_y_px,ring_pip_z_rel,ring_pip_x_norm,ring_pip_y_norm,ring_dip_x_px,ring_dip_y_px,ring_dip_z_rel,ring_dip_x_norm,ring_dip_y_norm,ring_tip_x_px,ring_tip_y_px,ring_tip_z_rel,ring_tip_x_norm,ring_tip_y_norm,pinky_mcp_x_px,pinky_mcp_y_px,pinky_mcp_z_rel,pinky_mcp_x_norm,pinky_mcp_y_norm,pinky_pip_x_px,pinky_pip_y_px,pinky_pip_z_rel,pinky_pip_x_norm,pinky_pip_y_norm,pinky_dip_x_px,pinky_dip_y_px,pinky_dip_z_rel,pinky_dip_x_norm,pinky_dip_y_norm,pinky_tip_x_px,pinky_tip_y_px,pinky_tip_z_rel,pinky_tip_x_norm,pinky_tip_y_norm
event_group_000_left_1_left_2_right_1_right_2,1,left_2,514,1782300887.859374,26.988486,0,Left,0.805835,251.41,-12.73,0.000001,0.196411,-0.015910,345.06,79.74,-0.101541,0.269578,0.099669,421.04,208.23,-0.083976,0.328934,0.260285,451.08,326.46,-0.041801,0.352406,0.408079,485.25,432.05,0.011832,0.379098,0.540058,617.57,228.48,0.015807,0.482474,0.285604,686.21,383.16,0.021554,0.536104,0.478956,701.99,489.49,0.015659,0.548430,0.611864,701.96,584.68,0.012467,0.548406,0.730848,551.44,264.36,0.075892,0.430810,0.330445,624.03,421.63,0.082660,0.487522,0.527041,635.15,524.70,0.057372,0.496212,0.655873,635.72,606.31,0.038867,0.496659,0.757889,474.78,286.15,0.119186,0.370921,0.357682,471.66,442.51,0.068582,0.368482,0.553143,376.44,411.39,-0.002757,0.294093,0.514231,314.42,368.90,-0.033313,0.245638,0.461130,403.53,308.79,0.158678,0.315256,0.385992,378.61,399.22,0.080862,0.295790,0.499022,303.48,380.97,0.009299,0.237093,0.476217,251.74,350.30,-0.026567,0.196675,0.437880
event_group_000_left_1_left_2_right_1_right_2,1,left_2,515,1782300887.892372,27.021582,0,Left,0.724624,272.97,-18.38,0.000001,0.213261,-0.022979,380.70,87.59,-0.062434,0.297418,0.109483,449.76,219.49,-0.041626,0.351372,0.274363,466.24,341.10,-0.008202,0.364247,0.426369,488.45,436.95,0.032852,0.381601,0.546189,629.90,223.31,0.055882,0.492112,0.279135,691.94,383.41,0.074554,0.540575,0.479257,704.83,494.48,0.078285,0.550648,0.618105,704.04,584.96,0.081120,0.550031,0.731201,558.84,258.42,0.095034,0.436591,0.323021,617.44,403.21,0.111400,0.482373,0.504015,627.01,508.50,0.097325,0.489853,0.635620,627.21,588.70,0.087208,0.490005,0.735876,469.95,276.73,0.119889,0.367145,0.345907,466.84,409.93,0.089282,0.364722,0.512407,405.53,349.85,0.036257,0.316822,0.437309,373.95,288.14,0.013964,0.292150,0.360176,391.14,293.23,0.142904,0.305581,0.366539,385.47,370.72,0.090713,0.301152,0.463405,339.77,319.76,0.039880,0.265443,0.399698,313.73,269.59,0.014747,0.245104,0.336988
event_group_000_left_1_left_2_right_1_right_2,1,left_2,516,1782300887.925373,27.054385,0,Right,0.829232,301.12,-25.03,0.000001,0.235247,-0.031293,449.63,59.63,-0.005794,0.351273,0.074538,514.01,184.68,0.004703,0.401567,0.230853,497.90,312.02,0.016885,0.388987,0.390030,484.14,414.25,0.033134,0.378232,0.517813,643.35,221.46,0.023485,0.502618,0.276830,697.98,388.85,0.030497,0.545296,0.486062,707.86,493.59,0.028582,0.553015,0.616987,702.02,578.40,0.025323,0.548452,0.722996,558.60,261.80,0.028045,0.436410,0.327252,582.98,438.56,0.045438,0.455452,0.548203,572.11,547.70,0.042076,0.446962,0.684626,564.41,628.20,0.032247,0.440943,0.785248,459.93,284.35,0.029471,0.359318,0.355443,459.42,436.85,0.030797,0.358922,0.546056,411.50,367.07,0.021231,0.321486,0.458840,390.07,296.12,0.012570,0.304743,0.370148,373.04,298.75,0.030497,0.291439,0.373432,350.53,390.71,0.011768,0.273848,0.488392,318.29,330.77,-0.004110,0.248663,0.413458,303.83,276.40,-0.012847,0.237371,0.345504
event_group_000_left_1_left_2_right_1_right_2,1,left_2,517,1782300887.960377,27.089237,0,Right,0.945484,314.08,-26.06,0.000000,0.245371,-0.032576,471.49,64.93,0.077013,0.368354,0.081157,537.33,170.02,0.140135,0.419785,0.212521,528.48,276.31,0.195448,0.412874,0.345386,510.13,363.34,0.255450,0.398542,0.454176,643.42,223.38,0.111677,0.502669,0.279221,697.29,377.98,0.166365,0.544760,0.472469,697.54,473.43,0.198209,0.544954,0.591794,686.02,545.83,0.215090,0.535957,0.682289,547.61,267.28,0.097083,0.427820,0.334104,567.69,450.57,0.155259,0.443511,0.563216,538.27,549.74,0.168328,0.420522,0.687180,519.27,611.93,0.163635,0.405683,0.764912,445.14,294.04,0.087499,0.347766,0.367547,441.76,458.39,0.132658,0.345127,0.572993,386.18,405.52,0.130648,0.301703,0.506904,354.45,339.92,0.115963,0.276913,0.424894,355.47,320.65,0.084635,0.277712,0.400808,324.85,412.06,0.098672,0.253786,0.515075,286.69,361.56,0.085886,0.223978,0.451945,266.69,309.38,0.071797,0.208349,0.386724
event_group_000_left_1_left_2_right_1_right_2,1,left_2,518,1782300887.993374,27.122579,0,Right,0.923886,331.10,-37.00,0.000001,0.258670,-0.046245,478.07,47.59,0.030927,0.373495,0.059489,527.93,176.17,0.049871,0.412442,0.220212,512.64,302.53,0.064365,0.400503,0.378159,488.43,409.22,0.080869,0.381583,0.511527,627.82,215.17,0.031411,0.490485,0.268968,671.04,376.99,0.034771,0.524246,0.471238,674.46,485.26,0.031662,0.526925,0.606581,659.32,570.33,0.029092,0.515096,0.712909,533.87,246.52,0.017990,0.417087,0.308151,534.45,453.85,0.027493,0.417538,0.567317,488.74,558.32,0.019942,0.381828,0.697900,456.84,624.77,0.008514,0.356905,0.780968,435.83,272.66,0.006847,0.340488,0.340826,405.66,467.64,0.001588,0.316921,0.584553,327.89,415.44,-0.005258,0.256166,0.519295,280.01,345.73,-0.011561,0.218757,0.432161,353.50,300.76,-0.000202,0.276170,0.375954,310.28,397.71,-0.021283,0.242408,0.497143,258.13,344.74,-0.033179,0.201662,0.430926,224.87,288.97,-0.038502,0.175683,0.361213
event_group_000_left_1_left_2_right_1_right_2,1,left_2,519,1782300888.027374,27.156152,0,Right,0.936125,362.42,-76.94,0.000001,0.283141,-0.096181,481.50,55.28,0.060447,0.376173,0.069102,504.70,201.21,0.117267,0.394300,0.251514,472.97,318.41,0.166863,0.369510,0.398009,452.58,411.22,0.216210,0.353578,0.514029,610.15,238.80,0.130536,0.476681,0.298506,630.85,400.41,0.190527,0.492855,0.500510,620.03,501.55,0.221753,0.484398,0.626939,604.01,580.97,0.239872,0.471886,0.726218,514.84,254.62,0.124570,0.402222,0.318277,483.09,443.74,0.193626,0.377412,0.554669,445.04,536.85,0.206019,0.347688,0.671059,430.88,599.05,0.203367,0.336628,0.748807,411.18,253.56,0.119286,0.321237,0.316951,361.92,426.81,0.154065,0.282748,0.533512,305.25,376.08,0.127282,0.238480,0.470098,271.92,309.31,0.102552,0.212439,0.386635,328.31,251.12,0.122150,0.256494,0.313897,288.30,348.02,0.126708,0.225237,0.435027,250.16,298.32,0.100164,0.195440,0.372906,222.04,245.06,0.078908,0.173465,0.306320
event_group_000_left_1_left_2_right_1_right_2,1,left_2,520,1782300888.060373,27.189843,0,Right,0.957251,365.93,-29.90,0.000001,0.285881,-0.037380,490.60,110.67,0.068922,0.383280,0.138339,523.46,228.32,0.169136,0.408953,0.285403,487.47,313.08,0.263735,0.380837,0.391350,458.77,389.02,0.359659,0.358416,0.486271,594.42,264.69,0.217521,0.464392,0.330864,596.76,422.20,0.318766,0.466220,0.527754,576.79,513.60,0.376711,0.450618,0.641999,558.77,586.14,0.413412,0.436539,0.732679,503.51,263.51,0.231416,0.393366,0.329385,457.13,431.12,0.340654,0.357131,0.538895,417.93,523.50,0.359271,0.326509,0.654374,396.79,588.62,0.360985,0.309988,0.735781,402.11,253.41,0.240599,0.314146,0.316761,342.47,420.27,0.292295,0.267552,0.525340,292.83,397.97,0.224839,0.228774,0.497466,262.27,350.90,0.174549,0.204898,0.438622,328.05,259.39,0.260616,0.256289,0.324239,265.67,329.78,0.264377,0.207556,0.412224,221.95,301.71,0.197664,0.173400,0.377143,189.91,260.84,0.148171,0.148365,0.326054
event_group_000_left_1_left_2_right_1_right_2,1,left_2,521,1782300888.093377,27.222372,0,Right,0.987983,402.26,-22.14,0.000000,0.314267,-0.027679,512.85,72.37,0.137611,0.400664,0.090460,532.98,174.40,0.242489,0.416389,0.218002,497.80,265.09,0.331726,0.388903,0.331357,451.68,328.78,0.419702,0.352874,0.410973,576.71,260.98,0.200940,0.450556,0.326227,579.73,419.66,0.292122,0.452918,0.524577,558.14,504.11,0.345854,0.436048,0.630138,543.58,571.12,0.377056,0.424675,0.713905,487.10,281.27,0.178608,0.380547,0.351591,442.88,461.42,0.276211,0.345999,0.576770,389.93,534.51,0.309493,0.304630,0.668133,362.82,573.13,0.319582,0.283457,0.716415,382.84,276.90,0.164044,0.299092,0.346123,332.35,441.09,0.237778,0.259650,0.551367,297.90,409.55,0.228580,0.232732,0.511936,277.44,363.22,0.207625,0.216747,0.454019,294.07,271.25,0.163221,0.229740,0.339066,223.06,329.39,0.200215,0.174265,0.411733,188.34,291.76,0.180257,0.147141,0.364705,161.80,256.31,0.157678,0.126404,0.320384
event_group_000_left_1_left_2_right_1_right_2,1,left_2,522,1782300888.126374,27.255591,0,Right,0.984478,372.16,11.19,0.000000,0.290753,0.013993,507.72,80.84,0.120458,0.396654,0.101048,541.49,187.30,0.209930,0.423038,0.234123,529.35,295.61,0.282806,0.413552,0.369510,482.30,364.66,0.352042,0.376799,0.455831,564.91,249.81,0.186666,0.441339,0.312266,568.18,397.33,0.264423,0.443894,0.496661,554.41,486.76,0.305711,0.433134,0.608456,540.39,558.00,0.328198,0.422176,0.697505,465.71,278.23,0.157332,0.363835,0.347783,423.74,443.21,0.249872,0.331048,0.554007,374.30,518.79,0.273118,0.292419,0.648491,349.42,567.66,0.275066,0.272986,0.709579,362.14,282.62,0.132397,0.282921,0.353277,326.24,441.85,0.185113,0.254873,0.552313,304.83,439.72,0.156614,0.238150,0.549646,292.90,409.54,0.123815,0.228826,0.511921,269.42,290.44,0.120971,0.210482,0.363047,216.35,348.52,0.138620,0.169024,0.435646,179.20,307.81,0.112024,0.139997,0.384768,149.82,259.64,0.085794,0.117048,0.324551
event_group_000_left_1_left_2_right_1_right_2,1,left_2,523,1782300888.160378,27.289281,0,Right,0.986753,385.85,-5.94,0.000001,0.301444,-0.007423,514.92,73.67,0.064461,0.402282,0.092093,524.11,202.81,0.091422,0.409459,0.253513,481.55,308.54,0.121760,0.376209,0.385674,416.21,373.05,0.150907,0.325161,0.466317,560.81,240.47,-0.044464,0.438131,0.300589,569.76,400.40,-0.048698,0.445126,0.500498,558.90,495.39,-0.050519,0.436638,0.619238,536.09,574.96,-0.051715,0.418822,0.718701,459.57,251.20,-0.059936,0.359038,0.314005,411.56,437.95,-0.041918,0.321531,0.547441,355.59,524.49,-0.029137,0.277803,0.655617,313.89,565.49,-0.030151,0.245225,0.706861,356.63,246.91,-0.060562,0.278616,0.308632,307.37,420.09,-0.036676,0.240134,0.525115,286.60,406.54,-0.017182,0.223906,0.508177,277.28,360.28,-0.013648,0.216624,0.450345,266.28,240.87,-0.052643,0.208031,0.301081,206.23,334.60,-0.037730,0.161114,0.418255,183.92,300.49,-0.023917,0.143690,0.375607,166.97,247.92,-0.016870,0.130444,0.309906
event_group_000_left_1_left_2_right_1_right_2,1,left_2,524,1782300888.192724,27.322039,0,Right,0.977699,364.00,18.79,0.000000,0.284373,0.023487,502.99,88.03,0.062841,0.392963,0.110036,527.14,200.91,0.119433,0.411831,0.251142,490.31,297.57,0.175707,0.383057,0.371965,425.99,364.03,0.232748,0.332807,0.455039,547.67,254.80,0.075902,0.427865,0.318495,551.24,408.23,0.113526,0.430659,0.510285,539.69,504.06,0.131036,0.421637,0.630071,521.24,581.08,0.139434,0.407215,0.726356,442.64,272.33,0.067206,0.345809,0.340416,403.07,448.33,0.121762,0.314901,0.560413,352.99,531.01,0.130527,0.275776,0.663765,324.47,574.45,0.125421,0.253493,0.718064,340.95,267.66,0.063105,0.266370,0.334581,302.74,437.63,0.093265,0.236519,0.547039,288.66,436.96,0.067410,0.225519,0.546205,287.92,406.98,0.040011,0.224934,0.508726,247.17,265.33,0.068333,0.193101,0.331663,197.01,338.74,0.074811,0.153914,0.423424,172.96,305.23,0.052203,0.135126,0.381541,161.10,257.19,0.031002,0.125863,0.321489
event_group_000_left_1_left_2_right_1_right_2,1,left_2,525,1782300888.225724,27.355573,0,Right,0.969344,365.60,5.13,0.000001,0.285624,0.006419,499.16,79.77,0.019287,0.389970,0.099717,509.33,204.54,0.024738,0.397915,0.255676,462.42,306.91,0.037644,0.361265,0.383641,399.80,378.49,0.049288,0.312342,0.473114,541.53,228.69,-0.072964,0.423070,0.285863,541.11,399.22,-0.090275,0.422744,0.499029,530.14,500.27,-0.099647,0.414175,0.625336,509.85,585.00,-0.108280,0.398318,0.731256,436.43,241.29,-0.081596,0.340964,0.301619,393.22,436.52,-0.089252,0.307200,0.545651,345.42,537.84,-0.097136,0.269861,0.672296,311.13,600.06,-0.111248,0.243068,0.750078,334.10,238.50,-0.080708,0.261016,0.298130,279.23,428.92,-0.092208,0.218151,0.536151,250.47,406.65,-0.098833,0.195681,0.508319,240.93,357.43,-0.108178,0.188224,0.446794,242.52,235.89,-0.074069,0.189469,0.294864,186.25,335.91,-0.099057,0.145510,0.419887,164.64,297.80,-0.111634,0.128629,0.372248,155.83,245.91,-0.120129,0.121740,0.307389
event_group_000_left_1_left_2_right_1_right_2,1,left_2,526,1782300888.261270,27.390031,0,Right,0.885908,370.99,22.15,0.000001,0.289837,0.027691,487.25,91.88,-0.015258,0.380663,0.114849,497.27,227.93,-0.008382,0.388494,0.284917,456.10,333.69,0.004931,0.356328,0.417113,407.23,420.52,0.016806,0.318151,0.525645,531.08,256.37,-0.020961,0.414904,0.320469,526.41,427.90,-0.022062,0.411255,0.534876,515.93,535.08,-0.021006,0.403070,0.668855,495.73,624.57,-0.023371,0.387291,0.780716,424.92,279.81,-0.021185,0.331971,0.349768,387.16,441.58,-0.022146,0.302465,0.551981,340.93,533.76,-0.035343,0.266352,0.667201,308.76,592.61,-0.048672,0.241221,0.740759,321.20,280.92,-0.022740,0.250938,0.351153,275.40,436.30,-0.057591,0.215157,0.545379,239.41,412.97,-0.101317,0.187037,0.516213,229.73,369.43,-0.128614,0.179478,0.461782,224.61,280.51,-0.020511,0.175476,0.350636,174.03,340.30,-0.075387,0.135960,0.425371,147.21,290.15,-0.117344,0.115008,0.362688,135.75,236.78,-0.143263,0.106058,0.295978
event_group_000_left_1_left_2_right_1_right_2,1,left_2,527,1782300888.293281,27.422500,0,Right,0.966461,349.08,-15.29,0.000001,0.272718,-0.019119,436.00,75.52,0.027030,0.340626,0.094398,415.97,219.07,0.055618,0.324978,0.273838,361.06,334.67,0.086911,0.282078,0.418341,303.72,408.97,0.118883,0.237280,0.511214,510.10,212.37,0.030408,0.398516,0.265462,503.98,391.31,0.046637,0.393735,0.489142,489.85,502.10,0.048426,0.382698,0.627619,474.37,596.77,0.043979,0.370603,0.745967,419.38,221.20,0.018663,0.327644,0.276498,385.00,409.52,0.048871,0.300779,0.511904,325.04,504.87,0.039516,0.253939,0.631093,292.85,555.91,0.021422,0.228792,0.694885,325.44,219.98,0.007953,0.254252,0.274981,277.50,414.30,0.006838,0.216798,0.517876,236.74,431.75,-0.040097,0.184954,0.539690,228.90,405.35,-0.079383,0.178831,0.506690,230.59,230.73,0.004266,0.180146,0.288415,173.61,321.81,-0.013980,0.135635,0.402259,132.25,288.27,-0.047440,0.103320,0.360333,115.03,227.89,-0.076101,0.089864,0.284864
event_group_000_left_1_left_2_right_1_right_2,1,left_2,528,1782300888.325701,27.454580,0,Right,0.986334,360.47,-53.27,0.000001,0.281617,-0.066589,472.92,59.95,0.009502,0.369466,0.074938,479.30,206.09,-0.007445,0.374453,0.257617,456.67,319.30,-0.020649,0.356771,0.399131,430.58,412.87,-0.038294,0.336393,0.516086,508.91,199.90,-0.115256,0.397589,0.249871,486.33,387.61,-0.157307,0.379948,0.484518,470.03,502.32,-0.176892,0.367214,0.627898,450.86,597.35,-0.189840,0.352234,0.746683,409.93,182.06,-0.140337,0.320261,0.227570,367.24,376.21,-0.177309,0.286904,0.470267,324.68,484.41,-0.193260,0.253656,0.605511,300.49,539.19,-0.209419,0.234761,0.673990,306.43,165.28,-0.157884,0.239395,0.206604,267.47,369.81,-0.209514,0.208960,0.462268,257.20,417.37,-0.241502,0.200938,0.521717,266.81,402.94,-0.262984,0.208443,0.503671,204.40,155.63,-0.168067,0.159691,0.194541,149.96,290.05,-0.217563,0.117157,0.362557,112.59,282.37,-0.240403,0.087963,0.352963,87.59,228.64,-0.256412,0.068427,0.285797
event_group_000_left_1_left_2_right_1_right_2,1,left_2,529,1782300888.360584,27.490039,0,Right,0.738846,303.10,-6.96,0.000001,0.236794,-0.008703,446.23,87.78,-0.043408,0.348614,0.109720,485.32,218.89,-0.011440,0.379153,0.273614,498.90,326.85,0.023390,0.389767,0.408568,503.56,439.31,0.061650,0.393407,0.549133,473.88,252.69,0.128434,0.370218,0.315864,459.08,400.35,0.187204,0.358653,0.500437,452.26,498.96,0.228367,0.353326,0.623697,435.20,567.72,0.254482,0.339998,0.709649,363.57,256.65,0.151057,0.284042,0.320813,345.26,404.13,0.203821,0.269735,0.505165,327.50,497.73,0.202974,0.255857,0.622159,320.40,563.67,0.200537,0.250312,0.704587,272.38,247.92,0.153902,0.212797,0.309900,225.22,388.30,0.120217,0.175954,0.485379,186.09,361.01,0.019589,0.145379,0.451265,172.99,305.43,-0.035630,0.135150,0.381792,185.98,265.89,0.159534,0.145293,0.332361,150.53,324.48,0.088260,0.117604,0.405606,98.05,288.98,-0.007638,0.076599,0.361226,75.99,225.83,-0.068248,0.059364,0.282285
event_group_000_left_1_left_2_right_1_right_2,1,left_2,530,1782300888.393589,27.523288,0,Right,0.800151,318.50,-5.77,0.000001,0.248829,-0.007213,459.30,97.44,-0.000914,0.358825,0.121806,487.56,240.51,0.035859,0.380910,0.300635,491.70,348.82,0.067471,0.384142,0.436020,490.32,448.95,0.101015,0.383061,0.561185,464.42,252.94,0.155278,0.362829,0.316178,457.56,389.77,0.230002,0.357469,0.487216,454.75,484.71,0.277675,0.355271,0.605884,442.08,553.66,0.307424,0.345375,0.692081,358.30,255.89,0.158734,0.279919,0.319859,315.79,392.19,0.250748,0.246713,0.490234,277.58,467.77,0.280908,0.216856,0.584714,259.96,507.10,0.296071,0.203093,0.633870,267.97,246.64,0.146660,0.209349,0.308305,244.07,405.13,0.178753,0.190681,0.506413,244.54,427.96,0.133420,0.191043,0.534946,267.92,414.89,0.100449,0.209314,0.518616,185.41,253.97,0.135282,0.144855,0.317458,183.28,338.21,0.136114,0.143186,0.422758,173.48,318.88,0.097399,0.135528,0.398596,187.79,264.51,0.067399,0.146710,0.330637
event_group_000_left_1_left_2_right_1_right_2,3,right_1,314,1782300881.558152,20.686985,0,Left,0.992986,219.23,283.55,-0.000000,0.171274,0.354436,175.51,334.15,0.002700,0.137120,0.417692,124.42,377.07,-0.008743,0.097204,0.471335,92.18,414.24,-0.023571,0.072016,0.517796,76.59,447.18,-0.042281,0.059836,0.558980,49.14,349.89,-0.025225,0.038387,0.437366,17.26,410.43,-0.048017,0.013483,0.513042,-1.94,454.06,-0.063120,-0.001517,0.567576,-18.09,489.63,-0.073057,-0.014135,0.612041,63.30,342.78,-0.041101,0.049452,0.428479,54.30,442.99,-0.061331,0.042419,0.553743,73.23,497.05,-0.067131,0.057207,0.621315,81.71,528.81,-0.070348,0.063832,0.661012,93.93,344.28,-0.056153,0.073384,0.430352,119.78,449.56,-0.072419,0.093576,0.561949,163.50,453.63,-0.064524,0.127737,0.567033,179.58,434.14,-0.058292,0.140297,0.542678,134.44,351.11,-0.071510,0.105032,0.438882,155.53,437.24,-0.085130,0.121508,0.546549,187.50,437.85,-0.077161,0.146482,0.547311,201.49,416.17,-0.069034,0.157413,0.520211
event_group_000_left_1_left_2_right_1_right_2,3,right_1,315,1782300881.591152,20.720182,0,Left,0.995566,232.50,306.52,-0.000000,0.181643,0.383144,183.98,386.21,0.012002,0.143735,0.482765,130.61,428.71,-0.002863,0.102042,0.535893,90.35,457.00,-0.023213,0.070585,0.571256,59.01,471.42,-0.045405,0.046104,0.589271,28.14,370.39,-0.030929,0.021983,0.462982,15.57,459.76,-0.056322,0.012165,0.574700,42.82,508.36,-0.065070,0.033456,0.635446,69.85,528.53,-0.069441,0.054573,0.660659,45.31,355.11,-0.054577,0.035398,0.443889,55.93,471.22,-0.076043,0.043696,0.589019,105.27,493.56,-0.070501,0.082244,0.616946,131.50,483.00,-0.066597,0.102735,0.603748,80.52,350.77,-0.077396,0.062909,0.438461,117.16,465.91,-0.093406,0.091531,0.582390,161.65,461.88,-0.075037,0.126286,0.577350,177.29,432.56,-0.064587,0.138506,0.540703,125.24,355.37,-0.100037,0.097846,0.444213,155.99,448.54,-0.114824,0.121868,0.560679,191.28,445.81,-0.104600,0.149441,0.557260,202.76,419.49,-0.096378,0.158408,0.524358
event_group_000_left_1_left_2_right_1_right_2,3,right_1,316,1782300881.625154,20.754285,0,Left,0.998472,233.07,300.39,-0.000000,0.182086,0.375492,169.90,395.76,0.036972,0.132735,0.494703,121.25,441.29,0.016412,0.094724,0.551611,89.97,485.03,-0.016584,0.070287,0.606284,63.70,517.95,-0.053494,0.049769,0.647434,24.10,375.61,-0.027070,0.018828,0.469516,11.85,478.04,-0.052013,0.009255,0.597548,49.53,526.81,-0.053321,0.038695,0.658515,88.58,541.04,-0.051381,0.069200,0.676304,48.86,365.12,-0.068678,0.038176,0.456395,34.21,483.90,-0.092043,0.026727,0.604875,93.29,509.43,-0.075854,0.072883,0.636792,124.25,499.00,-0.062370,0.097073,0.623747,85.31,360.03,-0.107049,0.066648,0.450043,100.56,476.06,-0.118968,0.078563,0.595071,152.64,469.74,-0.086846,0.119252,0.587172,169.75,436.69,-0.068423,0.132618,0.545862,127.96,364.55,-0.143496,0.099968,0.455692,143.84,453.21,-0.146761,0.112371,0.566516,183.40,448.75,-0.123258,0.143281,0.560940,197.81,417.29,-0.107843,0.154537,0.521617
event_group_000_left_1_left_2_right_1_right_2,3,right_1,317,1782300881.658097,20.786848,0,Left,0.998419,232.82,298.04,-0.000001,0.181894,0.372548,177.83,409.14,0.023149,0.138932,0.511427,122.99,457.42,0.002155,0.096083,0.571780,80.21,492.79,-0.028417,0.062667,0.615993,41.66,516.68,-0.061299,0.032549,0.645853,10.25,384.87,-0.035756,0.008006,0.481091,9.48,500.82,-0.072704,0.007406,0.626021,68.61,538.16,-0.081536,0.053601,0.672695,115.55,531.59,-0.083251,0.090272,0.664493,31.95,369.11,-0.072179,0.024959,0.461391,24.70,498.86,-0.110544,0.019296,0.623578,96.23,522.45,-0.102662,0.075181,0.653068,129.08,506.10,-0.092271,0.100842,0.632630,67.61,355.96,-0.107522,0.052824,0.444955,77.58,481.55,-0.136069,0.060612,0.601932,136.50,485.26,-0.109317,0.106639,0.606581,155.77,457.86,-0.090201,0.121692,0.572326,112.88,350.65,-0.141492,0.088184,0.438317,133.75,450.05,-0.157628,0.104488,0.562561,178.78,453.43,-0.139015,0.139671,0.566789,194.81,425.85,-0.124120,0.152194,0.532316
event_group_000_left_1_left_2_right_1_right_2,3,right_1,318,1782300881.689651,20.819398,0,Left,0.997600,235.16,293.25,-0.000001,0.183717,0.366557,184.50,400.93,0.020641,0.144138,0.501166,134.40,452.84,0.003270,0.104997,0.566054,94.61,490.72,-0.024674,0.073911,0.613403,57.85,510.69,-0.055321,0.045198,0.638367,7.69,378.66,-0.014169,0.006005,0.473321,0.11,479.52,-0.052610,0.000086,0.599400,56.03,527.42,-0.072449,0.043772,0.659278,104.87,534.23,-0.082251,0.081930,0.667792,21.83,360.54,-0.049046,0.017057,0.450674,13.13,479.67,-0.083910,0.010262,0.599591,79.86,519.56,-0.086902,0.062387,0.649449,118.94,515.70,-0.085243,0.092918,0.644630,55.25,347.62,-0.084884,0.043167,0.434528,65.06,468.13,-0.114081,0.050831,0.585165,122.44,489.24,-0.100311,0.095659,0.611545,149.24,473.66,-0.089524,0.116593,0.592075,100.61,344.57,-0.119712,0.078604,0.430709,124.93,446.37,-0.140848,0.097600,0.557960,167.18,456.93,-0.131393,0.130606,0.571161,185.37,434.62,-0.122056,0.144823,0.543279
event_group_000_left_1_left_2_right_1_right_2,3,right_1,319,1782300881.723536,20.852696,0,Left,0.997144,230.58,297.45,-0.000001,0.180141,0.371812,189.38,406.19,0.000595,0.147952,0.507738,137.84,459.01,-0.020562,0.107691,0.573768,97.32,496.98,-0.047605,0.076034,0.621230,63.64,517.24,-0.075826,0.049715,0.646545,-2.73,379.18,-0.023558,-0.002135,0.473971,-6.85,482.31,-0.068254,-0.005353,0.602885,49.67,528.60,-0.095347,0.038801,0.660746,97.80,537.41,-0.109083,0.076407,0.671759,8.26,357.49,-0.047010,0.006452,0.446862,5.09,476.30,-0.087027,0.003977,0.595369,69.25,519.39,-0.097262,0.054101,0.649232,112.85,521.04,-0.099718,0.088166,0.651296,41.94,344.27,-0.073515,0.032766,0.430333,52.19,466.94,-0.109454,0.040770,0.583674,109.27,496.61,-0.104409,0.085367,0.620764,141.92,489.55,-0.097292,0.110871,0.611943,89.48,343.18,-0.100313,0.069909,0.428970,117.56,445.82,-0.128764,0.091843,0.557274,160.61,462.43,-0.126597,0.125473,0.578036,182.55,447.93,-0.120526,0.142620,0.559913
